R.date,R.date.Nut,SITE,ELEVATION,REPLICATE,R.replicate,SEASON,YEAR,S.date,t.units,BUSCAR,L.FW,L.DW,Ri.FW,Ri.DW,Ro.FW,Ro.DW,BG.FW,BG.DW,T.DW,AG.BG.FW,AG.BG.DW,dens.TOT,SDW,%N.L.DW,d15N.L.DW,%C.L.DW,d13C.L.DW,Bus.Nut,NH4.uM.mean,NO2.uM.mean,NO3.uM.mean,PO4.uM.mean,NH4.uM.q2,NO2.uM.q2,NO3.uM.q2,PO4.uM.q2,Tair.degC.q2,T.d.min.q2,T.d.max.q2,Ed.mol_m2d.q2,siteB,EzSITE.mol_m2d.q2
19/01/2010,19/01/2010,CN2,-0.08,B,2,WINTER,2010,10/02/2010,20,40197-CN2-B,430.9975,45.11,1306.31,284.6525,360.1225,43.4675,1666.4325,328.12,373.23,259,137,575,0.75,3.0195762,5.8605751,33.6593503,-9.4539532,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN2,4.567634721
16/02/2010,16/02/2010,CN2,-0.08,A,3,WINTER,2010,10/02/2010,20,40225-CN2-A,241.0075,30.63,1175.2725,251.7125,432.9875,48.9925,1608.26,300705,331335,0.15,102,575,419,2.5146148,6.5968246,32.0432181,-10.3126418,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN2,4.567634721
16/02/2010,16/02/2010,CN2,-0.08,B,4,WINTER,2010,10/02/2010,20,40225-CN2-B,353.1025,58145,1575.69,365.8175,353.6,58.2,1929.29,424.0175,482.1625,183,137,750,471,2.5580378,7.1677936,32627,-8.9997708,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN2,4.567634721
04/03/2010,04/03/2010,CN2,-0.08,A,5,WINTER,2010,10/02/2010,20,40241-CN2-A,425.75,61.01,896,139.5875,234.75,29125,1130.75,168.7125,229.7225,377,362,500,852,2.5049738,4.3810642,35.4990962,-10.174765,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN2,4.567634721
04/03/2010,04/03/2010,CN2,-0.08,B,6,WINTER,2010,10/02/2010,20,40241-CN2-B,288.95,43905,1361575,264.3075,421.5,58.18,1783075,322.4875,366.3925,162,136,525,0.55,3.015167,6.1170103,35.5894389,-9.3799458,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN2,4.567634721
15/04/2010,15/04/2010,CN2,-0.08,A,1,SPRING,2010,30/04/2010,21,40283-CN2-A,270.5825,38.3375,1150725,231.29,263215,33.0475,1413.94,264.3375,302675,191,145,375,722,2.7739184,4.007926,32.0338684,-8.9933078,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
15/04/2010,15/04/2010,CN2,-0.08,B,2,SPRING,2010,30/04/2010,21,40283-CN2-B,463.5725,67.0275,1112005,206.7525,181995,22605,1294,229.3575,296385,358,292,375,1236,2.5483888,5.0221522,30.6574801,-9.054516,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
28/04/2010,28/04/2010,CN2,-0.08,A,3,SPRING,2010,30/04/2010,21,40296-CN2-A,489.8375,97585,591.5625,115.1125,365.82,68855,957.3825,183.9675,281.5525,512,0.53,475,1031,2.3358646,2.9273719,29.727915,-9.6254464,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
28/04/2010,28/04/2010,CN2,-0.08,B,4,SPRING,2010,30/04/2010,21,40296-CN2-B,398915,54235,854.0975,169825,399.9425,52.6725,1254.04,222.4975,276.7325,318,244,375,1064,2.4278826,3.9888633,31.382008,-8.8489932,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
14/05/2010,14/05/2010,CN2,-0.08,A,5,SPRING,2010,30/04/2010,21,40312-CN2-A,494.05,70.0825,767.9825,148.9025,510.4825,73.9675,1278465,222.87,292.9525,386,314,225,2196,2.6226219,5.3677387,33.1997751,-7.194193,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
14/05/2010,14/05/2010,CN2,-0.08,B,6,SPRING,2010,30/04/2010,21,40312-CN2-B,587.6875,81.8475,252.5775,43.3175,233415,28.08,485.9925,71.3975,153245,1209,1146,375,1567,2.9065948,3.6086126,39.5972212,-7.8957038,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
28/06/2010,NA,CN2,-0.08,A,1,SUMMER,2010,13/07/2010,22,40357-CN2-A,1610.75,225.55,1443,337.63,405.75,66.1375,1848.75,403.7675,629.3175,871,559,1025,1571,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN2,16.37781131
28/06/2010,NA,CN2,-0.08,B,2,SUMMER,2010,13/07/2010,22,40357-CN2-B,1622.5,232675,790.25,189085,477.75,76165,1268,265.25,497925,1.28,877,1050,1545,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN2,16.37781131
14/07/2010,NA,CN2,-0.08,A,3,SUMMER,2010,13/07/2010,22,40373-CN2-A,1553,217775,1299.75,281.5525,293.25,44.2925,1593,325845,543.62,975,668,700,2219,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN2,16.37781131
14/07/2010,NA,CN2,-0.08,B,4,SUMMER,2010,13/07/2010,22,40373-CN2-B,1824.5,256.08,1056.75,233975,371.75,55545,1428.5,289.52,545.6,1277,884,725,2517,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN2,16.37781131
28/07/2010,NA,CN2,-0.08,A,5,SUMMER,2010,13/07/2010,22,40387-CN2-A,1527.75,195.6025,1201.25,319.5225,444.5,77285,1645.75,396.8075,592.41,928,493,700,2183,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN2,16.37781131
28/07/2010,NA,CN2,-0.08,B,6,SUMMER,2010,13/07/2010,22,40387-CN2-B,1536.75,284.7575,936.25,244.5875,378,75.86,1314.25,320.4475,605205,1169,889,700,2195,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN2,16.37781131
08/10/2010,NA,CN2,-0.08,A,1,FALL,2010,24/10/2010,23,40459-CN2-A,813,118.63,1569.5,388.37,578.5,95.4775,2148,483.8475,602.4775,378,245,750,1084,NA,NA,NA,NA,FALL2010,1064,315,1476,42,1064,315,1476,42,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
08/10/2010,NA,CN2,-0.08,B,2,FALL,2010,24/10/2010,23,40459-CN2-B,734.58,122.58,1227.7675,301.6125,407.4125,73.1025,1635.18,374715,497295,449,327,725,1013,NA,NA,NA,NA,FALL2010,1064,315,1476,42,1064,315,1476,42,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
22/10/2010,NA,CN2,-0.08,A,3,FALL,2010,24/10/2010,23,40473-CN2-A,768.3025,174935,1043.0825,265.5725,516.8725,78975,1559955,344.5475,519.4825,493,508,525,1463,NA,NA,NA,NA,FALL2010,1064,315,1476,42,1064,315,1476,42,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
22/10/2010,NA,CN2,-0.08,B,4,FALL,2010,24/10/2010,23,40473-CN2-B,951.05,155.98,1206,294865,347.0175,73.6725,1553.0175,368.5375,524.5175,612,423,550,1729,NA,NA,NA,NA,FALL2010,1064,315,1476,42,1064,315,1476,42,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
08/11/2010,NA,CN2,-0.08,A,5,FALL,2010,24/10/2010,23,40490-CN2-A,1207.7975,146.8025,750.6975,187.24,505.91,74.2075,1256.6075,261.4475,408.25,961,561,525,2301,NA,NA,NA,NA,FALL2010,1064,315,1476,42,1064,315,1476,42,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
08/11/2010,NA,CN2,-0.08,B,6,FALL,2010,24/10/2010,23,40490-CN2-B,626.7225,94.2075,1582.9575,408.1125,1092.2425,180705,2675.2,588.8175,683025,234,0.16,625,1003,NA,NA,NA,NA,FALL2010,1064,315,1476,42,1064,315,1476,42,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
21/01/2011,NA,CN2,-0.08,A,1,WINTER,2011,04/02/2011,24,40564-CN2-A,279.1875,46.7,750925,167225,278.7,42.7,1029625,209925,256625,271,222,275,1015,NA,NA,NA,NA,WINTER2011,277,0.5245,11.6935,42,277,0.5245,11.6935,42,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
21/01/2011,NA,CN2,-0.08,B,2,WINTER,2011,04/02/2011,24,40564-CN2-B,462.31,72.8375,841305,197.46,327.7975,48.56,1169.1025,246.02,318.8575,395,296,525,881,NA,NA,NA,NA,WINTER2011,277,0.5245,11.6935,42,277,0.5245,11.6935,42,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
04/02/2011,NA,CN2,-0.08,A,3,WINTER,2011,04/02/2011,24,40578-CN2-A,384.85,67.55,1432125,329.1,272.7,40225,1704825,369325,436875,226,183,400,962,NA,NA,NA,NA,WINTER2011,277,0.5245,11.6935,42,277,0.5245,11.6935,42,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
04/02/2011,NA,CN2,-0.08,B,4,WINTER,2011,04/02/2011,24,40578-CN2-B,426275,75.15,1156.05,277.95,516525,82975,1672575,360925,436075,255,208,575,741,NA,NA,NA,NA,WINTER2011,277,0.5245,11.6935,42,277,0.5245,11.6935,42,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
18/02/2011,NA,CN2,-0.08,A,5,WINTER,2011,04/02/2011,24,40592-CN2-A,191985,37.82,319425,75925,294.15,54.65,613575,130575,168395,313,0.29,150,1.28,NA,NA,NA,NA,WINTER2011,277,0.5245,11.6935,42,277,0.5245,11.6935,42,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
18/02/2011,NA,CN2,-0.08,B,6,WINTER,2011,04/02/2011,24,40592-CN2-B,160.53,26365,771.95,178825,480925,70225,1252875,249.05,275415,128,106,200,803,NA,NA,NA,NA,WINTER2011,277,0.5245,11.6935,42,277,0.5245,11.6935,42,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
04/05/2011,NA,CN2,-0.08,A,1,SPRING,2011,26/05/2011,25,40667-CN2-A,607725,90695,1388.05,293675,281575,42035,1669625,335.71,426405,364,0.27,1175,517,NA,NA,NA,NA,SPRING2011,1566,0.3555,1.7015,42,1566,0.3555,1.7015,42,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
04/05/2011,NA,CN2,-0.08,B,2,SPRING,2011,26/05/2011,25,40667-CN2-B,796525,102.3,1340.15,254.06,272775,37.5275,1612925,291.5875,393.8875,494,351,975,817,NA,NA,NA,NA,SPRING2011,1566,0.3555,1.7015,42,1566,0.3555,1.7015,42,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
18/05/2011,NA,CN2,-0.08,A,3,SPRING,2011,26/05/2011,25,40681-CN2-A,863.4,125.91,1484075,318.2325,262125,42755,1746.2,360.9875,486.8975,494,349,1100,785,NA,NA,NA,NA,SPRING2011,1566,0.3555,1.7015,42,1566,0.3555,1.7015,42,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
18/05/2011,NA,CN2,-0.08,B,4,SPRING,2011,26/05/2011,25,40681-CN2-B,375.6,56.7375,1183.8,254115,372525,58.51,1556325,312625,369.3625,241,181,775,485,NA,NA,NA,NA,SPRING2011,1566,0.3555,1.7015,42,1566,0.3555,1.7015,42,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
01/06/2011,NA,CN2,-0.08,A,5,SPRING,2011,26/05/2011,25,40695-CN2-A,986.2,172.9725,969.3,203.62,292.65,46315,1261.95,249935,422.9075,781,692,1300,759,NA,NA,NA,NA,SPRING2011,1566,0.3555,1.7015,42,1566,0.3555,1.7015,42,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
01/06/2011,NA,CN2,-0.08,B,6,SPRING,2011,26/05/2011,25,40695-CN2-B,955825,95795,821.75,83.9475,270175,34785,1091925,118.7325,214.5275,875,807,1500,637,NA,NA,NA,NA,SPRING2011,1566,0.3555,1.7015,42,1566,0.3555,1.7015,42,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
16/06/2011,NA,CN2,-0.08,A,1,SUMMER,2011,01/07/2011,26,40710-CN2-A,990625,146.6425,1242.05,272.75,394825,58.9925,1636875,331.7425,478385,605,442,1525,0.65,NA,NA,NA,NA,SUMMER2011,277,196,1653,42,277,196,1653,42,22.79389,18.66615,27003,62.24610925,39263-CN2,15.35638316
16/06/2011,NA,CN2,-0.08,B,2,SUMMER,2011,01/07/2011,26,40710-CN2-B,774.6,130.85,966525,232.3725,257.8,66625,1224325,298.9975,429.8475,633,438,675,1148,NA,NA,NA,NA,SUMMER2011,277,196,1653,42,277,196,1653,42,22.79389,18.66615,27003,62.24610925,39263-CN2,15.35638316
04/07/2011,NA,CN2,-0.08,A,3,SUMMER,2011,01/07/2011,26,40728-CN2-A,550155,83.8475,947.6075,254.1775,322.8,64.1475,1270.4075,318325,402.1725,433,263,550,1,NA,NA,NA,NA,SUMMER2011,277,196,1653,42,277,196,1653,42,22.79389,18.66615,27003,62.24610925,39263-CN2,15.35638316
04/07/2011,NA,CN2,-0.08,B,4,SUMMER,2011,01/07/2011,26,40728-CN2-B,1628.5075,237.1425,960.6525,235.66,483.5675,83.3075,1444.22,318.9675,556.11,1128,743,750,2171,NA,NA,NA,NA,SUMMER2011,277,196,1653,42,277,196,1653,42,22.79389,18.66615,27003,62.24610925,39263-CN2,15.35638316
15/07/2011,NA,CN2,-0.08,A,5,SUMMER,2011,01/07/2011,26,40739-CN2-A,1282.4,171.2575,1430875,315395,953.05,137525,2383925,452.92,624.1775,538,378,1900,675,NA,NA,NA,NA,SUMMER2011,277,196,1653,42,277,196,1653,42,22.79389,18.66615,27003,62.24610925,39263-CN2,15.35638316
15/07/2011,NA,CN2,-0.08,B,6,SUMMER,2011,01/07/2011,26,40739-CN2-B,1215.05,160875,1182.75,263005,554.65,82.5475,1737.4,345.5525,506.4275,699,466,1875,648,NA,NA,NA,NA,SUMMER2011,277,196,1653,42,277,196,1653,42,22.79389,18.66615,27003,62.24610925,39263-CN2,15.35638316
30/09/2011,NA,CN2,-0.08,A,1,FALL,2011,14/10/2011,27,40816-CN2-A,370.85,50.2975,1262.95,314.26,824075,151.8825,2087025,466.1425,516.44,178,108,650,571,NA,NA,NA,NA,FALL2011,762,296,2653,85,762,296,2653,85,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
30/09/2011,NA,CN2,-0.08,B,2,FALL,2011,14/10/2011,27,40816-CN2-B,165025,21.3325,548.45,147.38,655.2,131,1203.65,278.38,299.7125,137,77,400,413,NA,NA,NA,NA,FALL2011,762,296,2653,85,762,296,2653,85,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
13/10/2011,NA,CN2,-0.08,A,3,FALL,2011,14/10/2011,27,40829-CN2-A,253925,42.4725,1324525,371.3925,562.05,122.6,1886575,493.9925,536465,135,86,625,406,NA,NA,NA,NA,FALL2011,762,296,2653,85,762,296,2653,85,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
13/10/2011,NA,CN2,-0.08,B,4,FALL,2011,14/10/2011,27,40829-CN2-B,183.95,28.1,982,239.85,418.2,64.3925,1400.2,304.2425,332.3425,131,92,1025,179,NA,NA,NA,NA,FALL2011,762,296,2653,85,762,296,2653,85,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
28/10/2011,NA,CN2,-0.08,A,5,FALL,2011,14/10/2011,27,40844-CN2-A,264.65,41.7325,1233325,297.7725,591725,100.7475,1825.05,398.52,440.2525,145,105,900,294,NA,NA,NA,NA,FALL2011,762,296,2653,85,762,296,2653,85,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
28/10/2011,NA,CN2,-0.08,B,6,FALL,2011,14/10/2011,27,40844-CN2-B,226925,43.8325,1503.939665,385.6725,448.95,30195,1952.889665,415.8675,459.7,116,105,1275,178,NA,NA,NA,NA,FALL2011,762,296,2653,85,762,296,2653,85,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
23/01/2012,NA,CN2,-0.08,A,1,WINTER,2012,07/02/2012,28,40931-CN2-A,189.29,35.95,1310.7825,314365,660.2125,144.4475,1970995,458.8125,494.7625,96,78,1025,185,NA,NA,NA,NA,WINTER2012,277,196,145,42,277,196,145,42,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
23/01/2012,NA,CN2,-0.08,B,2,WINTER,2012,07/02/2012,28,40931-CN2-B,153.0125,27.1625,1090.6275,255445,559.49,89.0575,1650.1175,344.5025,371665,93,79,1150,133,NA,NA,NA,NA,WINTER2012,277,196,145,42,277,196,145,42,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
09/02/2012,NA,CN2,-0.08,A,3,WINTER,2012,07/02/2012,28,40948-CN2-A,236485,40505,1352.4725,347.62,607695,106.4925,1960.1675,454.1125,494.6175,121,89,1275,185,NA,NA,NA,NA,WINTER2012,277,196,145,42,277,196,145,42,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
09/02/2012,NA,CN2,-0.08,B,4,WINTER,2012,07/02/2012,28,40948-CN2-B,309.71,40.94,834265,193.6025,677.1375,103.2925,1511.4025,296895,337835,205,138,1400,221,NA,NA,NA,NA,WINTER2012,277,196,145,42,277,196,145,42,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
22/02/2012,NA,CN2,-0.08,A,5,WINTER,2012,07/02/2012,28,40961-CN2-A,213.51,40.1,1031365,249.7875,379.5775,77.5925,1410.9425,327.38,367.48,151,122,875,244,NA,NA,NA,NA,WINTER2012,277,196,145,42,277,196,145,42,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
22/02/2012,NA,CN2,-0.08,B,6,WINTER,2012,07/02/2012,28,40961-CN2-B,176.4025,27.4675,902185,222.1725,474.0925,83.05,1376.2775,305.2225,332.69,128,0.09,1000,176,NA,NA,NA,NA,WINTER2012,277,196,145,42,277,196,145,42,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
07/05/2012,NA,CN2,-0.08,A,1,SPRING,2012,22/05/2012,29,41036-CN2-A,426.2125,70.48,1277145,433.41,478.9,82.6775,1756045,516.0875,586.5675,243,137,800,533,NA,NA,NA,NA,SPRING2012,277,196,1.9435,42,277,196,1.9435,42,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
07/05/2012,NA,CN2,-0.08,B,2,SPRING,2012,22/05/2012,29,41036-CN2-B,542.8,103.2025,1661.0675,378.8925,767645,124,2428.7125,502.8925,606095,223,205,1100,493,NA,NA,NA,NA,SPRING2012,277,196,1.9435,42,277,196,1.9435,42,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
21/05/2012,NA,CN2,-0.08,A,3,SPRING,2012,22/05/2012,29,41050-CN2-A,377.0575,73495,1583.0875,322755,404.2175,80.35,1987305,403105,476.6,0.19,182,1200,314,NA,NA,NA,NA,SPRING2012,277,196,1.9435,42,277,196,1.9435,42,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
21/05/2012,NA,CN2,-0.08,B,4,SPRING,2012,22/05/2012,29,41050-CN2-B,515325,62.2175,1195.9,237.3475,580025,79.2725,1775925,316.62,378.8375,0.29,197,1725,299,NA,NA,NA,NA,SPRING2012,277,196,1.9435,42,277,196,1.9435,42,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
05/06/2012,NA,CN2,-0.08,A,5,SPRING,2012,22/05/2012,29,41065-CN2-A,979975,117.05,810.85,139.4325,369.3175,41.5225,1180.1675,180955,298005,0.83,647,2375,413,NA,NA,NA,NA,SPRING2012,277,196,1.9435,42,277,196,1.9435,42,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
05/06/2012,NA,CN2,-0.08,B,6,SPRING,2012,22/05/2012,29,41065-CN2-B,840035,112485,1083.0975,265.2525,471685,56715,1554.7825,321.9675,434.4525,0.54,349,2075,405,NA,NA,NA,NA,SPRING2012,277,196,1.9435,42,277,196,1.9435,42,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
05/07/2012,NA,CN2,-0.08,A,1,SUMMER,2012,19/07/2012,30,41095-CN2-A,697025,124.3975,956325,243.8,524.05,100.8675,1480375,344.6675,469065,471,361,625,1115,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
05/07/2012,NA,CN2,-0.08,B,2,SUMMER,2012,19/07/2012,30,41095-CN2-B,1048775,202.1325,1274.35,331.6225,746.75,153375,2021.1,484.9975,687.13,519,417,1125,932,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
23/07/2012,NA,CN2,-0.08,A,3,SUMMER,2012,19/07/2012,30,41113-CN2-A,755225,123145,232.4,61865,319.15,57.0825,551.55,118.9475,242.0925,1369,1035,450,1678,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
23/07/2012,NA,CN2,-0.08,B,4,SUMMER,2012,19/07/2012,30,41113-CN2-B,1185.5,219395,770.3,186.4125,225.9,45.44,996.2,231.8525,451.2475,1.19,946,575,2062,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
03/08/2012,NA,CN2,-0.08,A,5,SUMMER,2012,19/07/2012,30,41124-CN2-A,949.75,136.9075,805.5,209.0725,411.75,73.8175,1217.25,282.89,419.7975,0.78,484,550,1727,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
03/08/2012,NA,CN2,-0.08,B,6,SUMMER,2012,19/07/2012,30,41124-CN2-B,1200375,133.4925,1072375,275685,420.85,73345,1493225,349.03,482.5225,804,382,550,2183,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
17/10/2012,NA,CN2,-0.08,A,1,FALL,2012,01/11/2012,31,41199-CN2-A,983.74,138355,1318.0625,321.6775,442.18,57.3075,1760.2425,378985,517.34,559,365,725,1357,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
17/10/2012,NA,CN2,-0.08,B,2,FALL,2012,01/11/2012,31,41199-CN2-B,590.8775,85.1625,993.0725,261.0325,341415,54775,1334.4875,315.8075,400.97,443,0.27,700,844,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
30/10/2012,NA,CN2,-0.08,A,3,FALL,2012,01/11/2012,31,41212-CN2-A,1023.9725,133.1225,848.0175,211.1425,331815,56.58,1179.8325,267.7225,400845,868,497,550,1862,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
30/10/2012,NA,CN2,-0.08,B,4,FALL,2012,01/11/2012,31,41212-CN2-B,924035,134.4575,914.3325,255505,229.7725,35955,1144105,291.46,425.9175,808,461,525,1.76,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
15/11/2012,NA,CN2,-0.08,A,5,FALL,2012,01/11/2012,31,41228-CN2-A,355535,54.25,249.76,57.22,205.5225,25965,455.2825,83185,137435,781,652,275,1293,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
15/11/2012,NA,CN2,-0.08,B,6,FALL,2012,01/11/2012,31,41228-CN2-B,256.8825,33715,371.5675,84.2775,266.76,38.68,638.3275,122.9575,156.6725,402,274,300,856,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
29/01/2013,NA,CN2,-0.08,A,1,WINTER,2013,12/02/2013,32,41303-CN2-A,286.0325,50975,946.0775,225.6,587.1075,105225,1533185,330825,381.8,187,154,425,673,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
29/01/2013,NA,CN2,-0.08,B,2,WINTER,2013,12/02/2013,32,41303-CN2-B,252.85,46625,435575,133.05,299425,51475,735,184525,231.15,344,253,400,632,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
13/02/2013,NA,CN2,-0.08,A,3,WINTER,2013,12/02/2013,32,41318-CN2-A,248.4525,40,658645,149.55,120.4125,17.65,779.0575,167.2,207.2,319,239,350,0.71,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
13/02/2013,NA,CN2,-0.08,B,4,WINTER,2013,12/02/2013,32,41318-CN2-B,217815,36.7,991085,234075,199.35,32875,1190435,266.95,303.65,183,137,400,545,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
26/02/2013,NA,CN2,-0.08,A,5,WINTER,2013,12/02/2013,32,41331-CN2-A,275,45.85,665.5,166.9,412.5,72425,1078,239325,285175,255,192,550,0.5,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
26/02/2013,NA,CN2,-0.08,B,6,WINTER,2013,12/02/2013,32,41331-CN2-B,307.98,57.25,803.7025,188.3,267.8425,45025,1071545,233325,290575,287,245,600,513,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
25/04/2013,NA,CN2,-0.08,A,1,SPRING,2013,11/05/2013,33,41389-CN2-A,699025,134485,472.2,100.21,363.25,86.5325,835.45,186.7425,321.2275,837,0.72,225,3107,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,45,485,322,11.3385,42,16.29951,13.7697,18897,53.81364601,39943-CN2,13.2707375
